bed rooms,baths,square feet,address,price
4,3,2400,"11959 S Stewart Avenue Chicago, IL 60628",210000
3,1,1200,"6340 N Leavitt Street 2N Chicago, IL 60659",209900
3,2,1161,"8519 S Crandon Avenue Chicago, IL 60617",205000
3,3,2000,"747 S Kenneth Avenue Chicago, IL 60624",200000
2,2,1175,"4527 S Drexel Boulevard 2N Chicago, IL 60653",178000
2,1,900,"4550 W 57th Street 2B1 Chicago, IL 60629",154900
2,1,1000,"Chicago, IL 60624",139000
4,2,1349,"11572 S Perry Avenue Chicago, IL 60628",59900
1,1,938,"401 N Wabash Avenue Unit 29E Chicago, IL 60611",700000
3,2,2100,"1502 S Prairie Avenue Unit A Chicago, IL 60605",699000
2,2,1100,"336 W Wellington Avenue Unit 605 Chicago, IL 60657",424900
4,2,1130,"5110 W Argyle Street Chicago, IL 60630",399900
4,2,1828,"536 W Winneconna Parkway Chicago, IL 60620",310000
4,2,1404,"8018 S Troy St Chicago, IL 60652",235900
3,1,1020,"7122 S Winchester Avenue Chicago, IL 60636",230000
3,1,1014,"3512 W 83rd Street Chicago, IL 60652",180000
4,2,1500,"4914 W Congress Parkway Chicago, IL 60644",165000
3,2,2200,"5227 S Dorchester Avenue , 2N Chicago, IL 60615",399900
2,2,1140,"4015 N Milwaukee Avenue , 413 Chicago, IL 60641",304900
4,5,5200,"3920 N Bell Avenue Chicago, IL 60618",2499000
5,4,4900,"1759 W SURF Street Chicago, IL 60657",1995000
5,3,4300,"4129 N Albany Avenue Chicago, IL 60618",1649000
4,3,3800,"1309 S Indiana Avenue Chicago, IL 60605",1250000
4,3,2300,"837 W Buckingham Place 1 Chicago, IL 60657",949000
3,2,1570,"1629 S Prairie Avenue 1701 Chicago, IL 60616",799000
2,3,2400,"2125 N Winchester Avenue Chicago, IL 60614",799000
3,3,1800,"3763 N Wilton Avenue 1S Chicago, IL 60613",755000
1,4,2400,"904 W Fletcher Street 1 Chicago, IL 60657",750000
3,2,1532,"1419 N OAKLEY Boulevard Chicago, IL 60622",749000
3,2,2300,"680 N Lake Shore Drive 519 Chicago, IL 60611",699000
3,3,2365,"6915 N Waukesha Avenue Chicago, IL 60646",570000
2,2,1500,"1617 N Hermitage Avenue 2N Chicago, IL 60622",540000
2,2,1404,"1302 N GREENVIEW Avenue 3 Chicago, IL 60642",539000
3,2,1950,"4812 N REDWOOD Drive Norridge, IL 60706",499000
4,4,2575,"5418 W Cortez Street Chicago, IL 60651",495000
3,2,1700,"2706 W Chicago Avenue 3 Chicago, IL 60622",474900
2,2,1248,"931 N Racine Avenue A Chicago, IL 60642",469000
3,2,1105,"5564 W ARDMORE Avenue Chicago, IL 60646",460000
3,3,1650,"6640 S Kedvale Avenue Chicago, IL 60629",459999
3,2,1800,"5601 N Parkside Avenue Chicago, IL 60646",425000
3,1,1145,"7255 N Oconto Avenue Chicago, IL 60631",409900
2,2,1120,"222 N COLUMBUS Drive 2102 Chicago, IL 60601",409000
2,1,1000,"1546 N Orleans Street 803 Chicago, IL 60610",400000
3,1,1311,"4316 N New England Avenue Harwood Heights, IL 60706",399000
3,2,1732,"5930 S Narragansett Avenue Chicago, IL 60638",390000
2,2,1300,"2306 W Touhy Avenue 204 Chicago, IL 60645",377000
2,1,1100,"2343 N Greenview Avenue 103 Chicago, IL 60614",365000
2,1,1620,"1400 W ELMDALE Avenue 3E Chicago, IL 60660",365000
4,1,3000,"6144 S DORCHESTER Avenue Chicago, IL 60637",359000
3,3,1600,"5420 N Sheridan Road 205 Chicago, IL 60640",350000
5,2,1328,"3545 N Nottingham Avenue Chicago, IL 60634",342900
2,2,1200,"941 N Fairfield Avenue 2 Chicago, IL 60622",339900
3,2,1176,"3535 N Neva Avenue Chicago, IL 60634",334900
5,2,1755,"3859 W 55th Street Chicago, IL 60632",320000
2,1,950,"1224 W Van Buren Street 420 Chicago, IL 60607",300000
3,2,1657,"10210 S Clifton Park Avenue Evergreen Park, IL 60805",299900
3,2,2000,"11132 S Avenue O Avenue Chicago, IL 60617",299500
1,1,750,"3150 N SHEFFIELD Avenue 303 Chicago, IL 60657",299000
2,2,1400,"5140 N Albany Avenue 2 Chicago, IL 60625",294900
1,1,812,"630 N Franklin Street 1104 Chicago, IL 60654",285000
4,2,1056,"5702 S Loomis Boulevard Chicago, IL 60636",284900
3,2,1099,"7933 S Avalon Avenue Chicago, IL 60619",279900
2,1,906,"5625 N Wayne Avenue G1 Chicago, IL 60660",265000
1,1,907,"212 E Cullerton Street 812 Chicago, IL 60616",265000
3,2,966,"10649 S Avenue J Chicago, IL 60617",265000
4,3,1130,"12206 S Union Avenue Chicago, IL 60628",265000
3,2,1293,"4636 S Vincennes Avenue 2 Chicago, IL 60653",265000
2,1,1000,"7417 W Fullerton Avenue Elmwood Park, IL 60707",259900
2,2,1000,"10315 S King Drive Chicago, IL 60628",252900
1,1,825,"1550 S Indiana Avenue 411 Chicago, IL 60605",250000
2,3,1250,"1700 E 56th Street 3601 Chicago, IL 60637",250000
2,1,750,"850 N Damen Avenue 2F Chicago, IL 60622",249999
4,3,2500,"5555 S Everett Avenue D1 Chicago, IL 60637",249900
3,1,3780,"4746 S Knox Avenue Chicago, IL 60632",249900
3,2,1092,"1011 W 87th Street Chicago, IL 60620",238500
2,2,1100,"6264 S Gullikson Road 4B Chicago, IL 60638",235000
1,1,786,"655 W Irving Park Road 5108 Chicago, IL 60613",219000
1,1,550,"111 W Maple Street 2407 Chicago, IL 60610",205000
3,1,912,"3736 S 61st Avenue Cicero, IL 60804",200000
3,1,1100,"9043 S Drexel Avenue Chicago, IL 60619",175000
2,1,625,"1703 W WALLEN Street 3C Chicago, IL 60626",149900
1,1,800,"5040 N Marine Drive D3 Chicago, IL 60640",133900
3,1,1650,"3307 N Page Avenue Chicago, IL 60634",365000
5,2,2200,"3317 N Pacific Avenue Chicago, IL 60634",279999
2,1,816,"2009 W 17th Street 1R Chicago, IL 60608",1825
2,2,1140,"4015 N Milwaukee Avenue Chicago, IL 60641",308900
3,1,1399,"601 E 90th Place Chicago, IL 60619",255000
5,3,5800,"4545 N Manor Avenue Chicago, IL 60625",1400000
4,3,3800,"2624 N Monticello Avenue Chicago, IL 60647",1199000
3,2,2200,"1300 N Lake Shore Drive 15D Chicago, IL 60610",1198000
3,2,2500,"434 W ARMITAGE Avenue B Chicago, IL 60614",1000000
4,2,2600,"2140 W RICE Street 1W Chicago, IL 60622",897000
3,3,2400,"1950 N Damen Avenue 3 Chicago, IL 60647",845000
2,2,1500,"2157 W Division Street 202 Chicago, IL 60622",699900
3,2,1540,"1335 W Walton Street 2 Chicago, IL 60642",675000
3,3,2400,"3534 N Reta Avenue 1 Chicago, IL 60657",650000
4,2,2099,"1541 W Cortez Street 1 Chicago, IL 60642",625000
5,2,3570,"5451 N Laporte Avenue Chicago, IL 60630",599900
3,3,2200,"1964 W FOSTER Avenue 1 Chicago, IL 60640",599000
3,2,2020,"6022 N KENMORE Avenue 3N Chicago, IL 60660",595000
3,2,1377,"2152 N Campbell Avenue F Chicago, IL 60647",550000
2,2,1144,"4736 N Delphia Avenue Chicago, IL 60656",530000
2,3,2650,"1617 W Estes Avenue 1C Chicago, IL 60626",525000
2,2,1450,"300 N State Street 4432-4433 Chicago, IL 60654",499900
4,3,1589,"2922 W Polk Street Chicago, IL 60612",499900
1,1,663,"211 N Harbor Drive 1507 Chicago, IL 60601",477500
2,2,1200,"210 S DESPLAINES Street 902 Chicago, IL 60661",469900
2,2,1254,"808 N Greenview Avenue 3E Chicago, IL 60642",450000
2,2,1250,"2333 N Leavitt Street 3N Chicago, IL 60647",449000
2,2,1417,"4250 N Marine Drive 1301 Chicago, IL 60613",419995
3,2,1600,"6044 N WASHTENAW Avenue 2 Chicago, IL 60659",400000
2,2,1445,"400 E Ohio Street 802 Chicago, IL 60611",399000
2,2,1125,"833 W 15TH Place 305W Chicago, IL 60608",375000
5,2,1682,"9621 S Troy Street Evergreen Park, IL 60805",363000
3,2,1809,"7714 N Paulina Street 1S Chicago, IL 60626",359000
2,2,1263,"701 S Wells Street 1605 Chicago, IL 60607",354900
3,2,1385,"903 N Richmond Street 1 Chicago, IL 60622",344900
3,1,1336,"6014 W Fletcher Street Chicago, IL 60634",330000
5,3,3178,"7435 S Indiana Avenue Chicago, IL 60619",325000
1,1,900,"111 S Morgan Street 621 Chicago, IL 60607",324900
3,3,1715,"10942 S Peoria Street Chicago, IL 60643",320000
3,2,1080,"6654 S Oakley Avenue Chicago, IL 60636",300000
3,2,2246,"7720 S Marshfield Avenue Chicago, IL 60620",299900
3,2,1600,"3751 S Michigan Avenue 2 Chicago, IL 60653",299000
4,2,1600,"8749 S Marshfield Avenue Chicago, IL 60620",295000
4,3,1000,"6929 S Loomis Boulevard Chicago, IL 60636",289900
3,2,1800,"4040 W Carroll Avenue Chicago, IL 60624",289900
8,3,3055,"549 East 91st Street Chicago, IL 60619",269000
4,1,1762,"1515 N Leclaire Avenue Chicago, IL 60651",250000
7,3,1071,"2645 S KOMENSKY Avenue Chicago, IL 60623",245000
2,2,936,"1450 E 55th Place 1029S Chicago, IL 60637",240000
3,2,1000,"3204 S Kedvale Avenue Chicago, IL 60623",239900
2,1,950,"3100 W Berteau Avenue G Chicago, IL 60618",235000
3,1,985,"10009 S California Avenue Chicago, IL 60655",229900
3,2,1999,"7621 S Eberhart Avenue Chicago, IL 60619",229000
1,1,860,"5455 N Sheridan Road 1711 Chicago, IL 60640",220000
2,1,900,"6442 N Claremont Avenue 3 Chicago, IL 60645",215000
3,2,1896,"8821 S Loomis Street Chicago, IL 60620",214900
3,2,1717,"32 W 109th Place Chicago, IL 60628",210000
2,2,893,"1450 E 55th Place 930S Chicago, IL 60637",209000
3,1,1305,"7813 S Marshfield Avenue Chicago, IL 60620",206900
1,1,1000,"5901 N Sheridan Road 3E Chicago, IL 60660",200000
2,1,1500,"6018 N Oakley Avenue 2S Chicago, IL 60659",199900
5,2,1573,"21 W 114th Place Chicago, IL 60628",195000
4,2,939,"8418 S Sangamon Street Chicago, IL 60620",165000
3,2,1500,"7950 S Justine Street Chicago, IL 60620",159900
2,1,805,"245 W 109th Place Chicago, IL 60628",149000
3,1,900,"6642 S Paulina Street Chicago, IL 60636",149000
3,1,1200,"242 W 105th Street Chicago, IL 60628",149000
4,1,1463,"233 W 110th Street Chicago, IL 60628",148999
2,1,951,"11638 S Eggleston Avenue Chicago, IL 60628",80000
2,2,1308,"524 N Hermitage Avenue Unit 2 Chicago, IL 60622",549000
2,1,1024,"3932 N Merrimac Avenue Chicago, IL 60634",240000
4,1,1870,"10939 S Avenue G Chicago, IL 60617",200000
1,1,600,"2025 W Granville Avenue Unit 104 Chicago, IL 60659",125000
2,2,1100,"2009 W 17th Street 1F Chicago, IL 60608",2600
3,2,1200,"7528 W Argyle Street Harwood Heights, IL 60706",429500
3,1,1399,"601 E 90th Place SE Chicago, IL 60619",245000
3,2,4008,"11 E Walton Street 3201 Chicago, IL 60611",3100000
3,3,3486,"77 E Walton Street 27F Chicago, IL 60611",2750000
4,3,5025,"1811 N Honore Street Chicago, IL 60622",2595000
3,4,2754,"180 E PEARSON Street 5401 Chicago, IL 60611",2500000
4,3,2900,"1950 W Dickens Avenue PH Chicago, IL 60614",1850000
4,4,3300,"1000 W Washington Boulevard 538-539 Chicago, IL 60607",1600000
3,2,2254,"1356 W Chestnut Street 405 Chicago, IL 60642",1500000
3,2,2650,"195 N Harbor Drive 5501 Chicago, IL 60601",1450000
5,3,4229,"1835 N MARSHFIELD Avenue Chicago, IL 60622",1400000
3,3,3000,"1201 S Prairie Avenue 701 Chicago, IL 60605",1250000
4,3,3200,"3928 N Ashland Avenue 1 Chicago, IL 60613",999900
4,3,3200,"1643 N Washtenaw Avenue Chicago, IL 60647",999000
4,3,3000,"1715 N Wells Street 51 Chicago, IL 60614",975000
3,2,3100,"1415 S Indiana Avenue Chicago, IL 60605",974900
3,3,3200,"4110 N Kenneth Avenue Chicago, IL 60641",850000
2,2,2300,"1950 W Dickens Avenue 1N Chicago, IL 60614",800000
4,1,3961,"2638 W Albion Avenue Chicago, IL 60645",800000
4,3,3200,"399 W Fullerton Parkway 16E Chicago, IL 60614",775000
3,2,2250,"1800 W Roscoe Street 531 Chicago, IL 60657",720000
5,4,3500,"4332 S Saint Lawrence Avenue Chicago, IL 60653",699999
2,2,2000,"850 W ADAMS Street 5E Chicago, IL 60607",699000
2,2,1700,"1335 W Altgeld Street 1B Chicago, IL 60614",650000
4,3,2050,"6030 N Olympia Avenue Chicago, IL 60631",629900
4,2,2299,"10209 S Leavitt Street Chicago, IL 60643",599000
3,2,1600,"4706 S Saint Lawrence Avenue 4E Chicago, IL 60615",550000
2,2,1500,"41 E 8th Street 3001 Chicago, IL 60605",540000
2,3,2160,"3516 N Oconto Avenue Chicago, IL 60634",498800
2,2,1150,"2505 W Carmen Avenue 201 Chicago, IL 60625",475000
3,2,1600,"4706 S Saint Lawrence Avenue 2E Chicago, IL 60615",450000
5,3,3500,"8114 S Luella Avenue Chicago, IL 60617",449900
4,3,1080,"5648 N Moody Avenue Chicago, IL 60646",429000
3,2,1500,"4706 S Saint Lawrence Avenue 2W Chicago, IL 60615",425000
2,2,1200,"815 N MARSHFIELD Avenue 404 Chicago, IL 60622",424900
3,2,1751,"1352 E Madison Park 1 Chicago, IL 60615",399900
2,2,1255,"420 S CLINTON Street 506 Chicago, IL 60607",390000
3,2,1600,"7450 S Bennett Avenue Chicago, IL 60649",389900
3,1,1571,"5324 S Lockwood Avenue Chicago, IL 60638",389873
2,2,1050,"111 W Maple Street 1804 Chicago, IL 60610",385000
7,3,1700,"3049 N Kostner Avenue Chicago, IL 60641",384900
4,2,1259,"6448 S Laporte Avenue Chicago, IL 60638",375000
4,2,2000,"4353 W Marquette Road Chicago, IL 60629",365000
3,2,1350,"3110 W Berteau Avenue 1 Chicago, IL 60618",349000
3,2,1800,"5421 S Mulligan Avenue Chicago, IL 60638",324999
3,2,1595,"3616 W 56th Street Chicago, IL 60629",319000
3,3,1500,"9421 S Rhodes Avenue Chicago, IL 60619",304900
2,1,950,"545 W Brompton Avenue 2S Chicago, IL 60657",299500
3,2,1450,"2432 W Madison Street 401 Chicago, IL 60612",289777
3,2,1417,"2745 W 90th Street Evergreen Park, IL 60805",280000
1,1,1057,"910 S MICHIGAN Avenue 914 Chicago, IL 60605",279999
1,1,750,"1255 N SANDBURG Terrace 2506E Chicago, IL 60610",270000
3,2,1144,"10549 S Albany Avenue Chicago, IL 60655",270000
1,1,960,"50 E Bellevue Place 1901 Chicago, IL 60611",265000
1,1,775,"1440 S Michigan Avenue 420 Chicago, IL 60605",245000
1,1,750,"1212 N LASALLE Street 2709 Chicago, IL 60610",239900
3,1,880,"1328 W 98TH Street Chicago, IL 60643",239500
3,2,1103,"10809 S Mackinaw Avenue Chicago, IL 60617",185000
1,1,850,"6157 N SHERIDAN Road 25L Chicago, IL 60660",179000
2,2,1200,"4232 W 77th Street 206 Chicago, IL 60652",179000
3,1,1726,"8555 S Essex Avenue Chicago, IL 60617",170000
4,3,1089,"7659 S Normal Avenue Chicago, IL 60620",140000
4,4,4233,"4812 S Forrestville Avenue Chicago, IL 60615",699000
4,2,2350,"1640 W 106th Street Chicago, IL 60643",549900
2,2,1118,"50 E 16th Street Unit 1315 Chicago, IL 60616",382000
4,2,1069,"10111 S Sangamon Street Chicago, IL 60643",250000
4,5,5200,"60 E Monroe Street 3301 Chicago, IL 60603",3699000
3,3,4200,"800 N Michigan Avenue 3701 Chicago, IL 60611",2995000
5,3,4400,"1856 W HURON Street Chicago, IL 60622",1699500
2,2,2510,"1040 N Lake Shore Drive 17B Chicago, IL 60611",1699000
2,2,2510,"161 E CHICAGO Avenue 49A Chicago, IL 60611",1650000
3,2,2850,"161 E CHICAGO Avenue 33DE Chicago, IL 60611",1550000
3,3,5000,"330 S Michigan Avenue 1908 Chicago, IL 60604",1299000
3,3,3900,"3727 N Monticello Avenue Chicago, IL 60618",1175000
3,3,2600,"334 N JEFFERSON Street D Chicago, IL 60661",975000
4,3,3000,"1720 N La Salle Drive 19 Chicago, IL 60614",899500
2,2,1268,"234 W Polk Street 2802 Chicago, IL 60607",855000
5,3,2258,"1306 W Winona Street Chicago, IL 60640",825000
6,3,3402,"4234 N Avers Avenue Chicago, IL 60618",795000
2,2,2100,"474 N LAKE SHORE Drive 6003 Chicago, IL 60611",749500
2,2,1600,"860 N Lake Shore Drive 14K Chicago, IL 60611",745000
2,2,1111,"234 W Polk Street 2804 Chicago, IL 60607",710000
2,2,1223,"234 W Polk Street 2309 Chicago, IL 60607",665000
2,2,1219,"234 W Polk Street 2503 Chicago, IL 60607",640000
3,2,2100,"1645 W Ontario Street 1E Chicago, IL 60622",600000
3,2,1800,"741 W Waveland Avenue 1 Chicago, IL 60613",595000
4,2,2700,"2001 W 103rd Street Chicago, IL 60643",585000
1,1,935,"234 W Polk Street 2808 Chicago, IL 60607",580000
2,2,1725,"910 S Michigan Avenue 1505 Chicago, IL 60605",559000
1,1,1000,"111 E Chestnut Street 56G Chicago, IL 60611",460000
1,1,685,"211 N Harbor Drive 805 Chicago, IL 60601",450000
1,1,760,"234 W Polk Street 2407 Chicago, IL 60607",450000
3,2,1948,"8260 W Ainslie Street Norridge, IL 60706",449000
4,2,2896,"2925 W Washington Boulevard Chicago, IL 60612",425000
2,2,1060,"849 N FRANKLIN Avenue 809 Chicago, IL 60610",415000
2,2,1614,"7527 N Octavia Avenue Chicago, IL 60631",409900
2,2,1100,"2405 N Orchard Street 1 Chicago, IL 60614",399000
2,2,1450,"1025 W BALMORAL Avenue 1B Chicago, IL 60640",399000
3,2,2252,"4543 W Schubert Avenue Chicago, IL 60639",395000
2,1,1000,"834 N Marshfield Avenue 2 Chicago, IL 60622",375000
2,2,1250,"4541 N Malden Street GS Chicago, IL 60640",355000
3,2,1626,"9349 S Bishop Street Chicago, IL 60620",337500
3,2,1560,"7410 W Lawrence Avenue 217 Harwood Heights, IL 60706",320000
1,1,800,"401 E Ontario Street 2408 Chicago, IL 60611",315000
2,2,1150,"811 S LYTLE Street 216 Chicago, IL 60607",309990
3,1,1251,"1720 N NATCHEZ Avenue Chicago, IL 60707",300000
5,2,1917,"3516 N Neenah Avenue Chicago, IL 60634",299000
5,3,1800,"15 E 118th Street Chicago, IL 60628",289000
2,2,1200,"1261 E 46th Street 201E Chicago, IL 60653",280000
5,2,2500,"1048 N Latrobe Avenue Chicago, IL 60651",279900
3,2,1056,"5111 S Menard Avenue Chicago, IL 60638",249900
1,1,860,"1255 S State Street 608 Chicago, IL 60605",249000
3,1,1524,"2016 E 93rd Street Chicago, IL 60617",230000
1,1,800,"655 W Irving Park Road 2608 Chicago, IL 60613",200000
1,1,690,"4880 N Marine Drive 402 Chicago, IL 60640",159900
3,1,1100,"6126 S Throop Street Chicago, IL 60636",150000
1,1,600,"1765 E 55th Street C-2 Chicago, IL 60615",119000
4,1,798,"6913 S Throop Street Chicago, IL 60636",89900
4,1,1402,"12014 S Princeton Avenue Chicago, IL 60628",75000
3,3,2100,"421 W Melrose Street Unit 2C Chicago, IL 60657",499999
3,2,1300,"7953 W Gunnison Street Norridge, IL 60706",475000
3,1,1340,"1622 E 92nd Street Chicago, IL 60617",250000
4,1,1600,"8715 S Euclid Avenue Chicago, IL 60617",235000
3,1,1100,"10404 S Corliss Avenue Chicago, IL 60628",214900
6,3,3233,"2933 W Greenleaf Avenue Chicago, IL 60645",775000
2,2,1691,"600 N Lake Shore Drive 1408 Chicago, IL 60611",739000
2,2,1203,"1111 S Wabash Avenue 1103 Chicago, IL 60605",405000
4,2,1506,"2840 W 84th Place Chicago, IL 60652",299000
1,1,631,"1455 N Sandburg Terrace 705 Chicago, IL 60610",275000
3,3,2600,"6901 S Oglesby Avenue 3A Chicago, IL 60649",255000
2,2,1170,"6257 S Newland Avenue 2N Chicago, IL 60638",237900
1,1,950,"4170 N Marine Drive 5H Chicago, IL 60613",235000
3,1,1080,"3848 S Sacramento Avenue Chicago, IL 60632",219900
3,3,3622,"451 E Grand Avenue Unit 5006 Chicago, IL 60611",3150000
2,2,1165,"234 W Polk Street 2412 Chicago, IL 60607",750000
2,2,1085,"234 W Polk Street 2810 Chicago, IL 60607",700000
2,2,1310,"234 W Polk Street 2301 Chicago, IL 60607",700000
1,1,740,"234 W Polk Street 2506 Chicago, IL 60607",500000
4,3,1600,"5525 W Drummond Place Chicago, IL 60639",485999
3,3,1600,"1700 E 56th Street 2201 Chicago, IL 60637",425000
1,1,800,"155 N Harbor Drive 5306 Chicago, IL 60601",323000
2,2,1150,"720 W Gordon Terrace 20C Chicago, IL 60613",319000
4,2,1332,"9202 S Parnell Avenue Chicago, IL 60620",282500
2,2,843,"6445 S Long Avenue Chicago, IL 60638",250000
1,2,950,"7958 S Lowe Avenue Chicago, IL 60620",235000
2,1,1200,"8134 S King Drive Chicago, IL 60619",75000
6,4,4200,"Chicago, IL 60622",1844444
3,2,1638,"211 N Harbor Drive 1202 Chicago, IL 60601",1450000
5,3,3750,"2725 W Chanay Street Chicago, IL 60647",1425000
2,2,1384,"211 N Harbor Drive 1406 Chicago, IL 60601",1140000
3,3,2700,"1201 W Adams Street 704 Chicago, IL 60607",1130000
5,3,3500,"3335 S Racine Avenue Chicago, IL 60608",989000
2,2,1201,"211 N Harbor Drive 1301 Chicago, IL 60601",850000
3,3,2625,"3605 W Hirsch Street Chicago, IL 60651",725000
3,2,2200,"3150 N Lake Shore Drive 19A Chicago, IL 60657",599000
3,3,2400,"2411 W Walton Street 1B Chicago, IL 60622",599000
2,2,1825,"1530 N Dearborn Parkway 18S Chicago, IL 60610",564500
1,1,1244,"340 E Randolph Street 1106 Chicago, IL 60601",555000
2,2,1350,"2800 N Lake Shore Drive 2417 Chicago, IL 60657",540000
3,2,2200,"622 S Oakley Boulevard 3 Chicago, IL 60612",540000
2,2,1102,"2007 W Churchill Street 406 Chicago, IL 60647",530000
3,2,1614,"2931 W Greenleaf Avenue Chicago, IL 60645",529000
4,3,3375,"3141 N Marmora Avenue Chicago, IL 60634",519000
2,2,1250,"550 N Saint Clair Street 2103 Chicago, IL 60611",515000
4,3,3000,"606 W 47th Place Chicago, IL 60609",515000
3,1,2700,"10156 S Oakley Avenue Chicago, IL 60643",500000
4,3,2799,"2949 N Rutherford Avenue Chicago, IL 60634",500000
2,2,1300,"1816 W Belmont Avenue 2 Chicago, IL 60657",499000
3,3,2600,"3418 N Nagle Avenue Chicago, IL 60634",489000
3,2,2061,"2308 N 77th Avenue Elmwood Park, IL 60707",399900
1,1,966,"1609 N Cleveland Avenue Chicago, IL 60614",399000
2,2,1250,"3200 N LAKE SHORE Drive 2106 Chicago, IL 60657",389900
2,2,1226,"1001 W 15th Street 326 Chicago, IL 60608",385000
3,1,1470,"1901 S 61st Court Cicero, IL 60804",360000
3,1,1588,"7919 S Kenneth Avenue Chicago, IL 60652",350000
4,2,2000,"5011 S Latrobe Avenue Chicago, IL 60638",349987
3,2,1543,"3544 S 57th Avenue Cicero, IL 60804",349900
4,2,1716,"3410 W 85th Street Chicago, IL 60652",349900
5,2,1696,"3242 N Ottawa Avenue Chicago, IL 60634",340000
2,2,1263,"1700 E 56th Street 407 Chicago, IL 60637",329000
3,2,895,"3846 W 71ST Street Chicago, IL 60629",325000
2,2,1300,"917 W Agatite Avenue 4F Chicago, IL 60640",325000
2,2,1500,"3314 N Lake Shore Drive 6D Chicago, IL 60657",320000
1,1,850,"130 S CANAL Street 10K Chicago, IL 60606",300000
2,1,1260,"899 S Plymouth Court 709 Chicago, IL 60605",275000
2,1,967,"3650 N Pittsburgh Avenue Chicago, IL 60634",264900
5,2,2268,"7744 S Laflin Street Chicago, IL 60620",259000
2,1,864,"7639 N Eastlake Terrace 3E Chicago, IL 60626",250000
